L1,L2,Max_Patch,MS_SSIM,LPIPS,Category,Label,Split,Filename
0.025230877101421356,0.0016342801973223686,0.09656548500061035,0.9141771197319031,0.1320902556180954,all,0,Train,bottle_001.png
0.024798154830932617,0.0015660867793485522,0.12251397967338562,0.9194355010986328,0.13276933133602142,all,0,Train,bottle_002.png
0.02715878188610077,0.0020147496834397316,0.2125501185655594,0.8881754875183105,0.1364763230085373,all,0,Train,bottle_003.png
0.02554783597588539,0.0017967747990041971,0.14013834297657013,0.905265212059021,0.1402464359998703,all,0,Train,bottle_004.png
0.026165980845689774,0.0018345452845096588,0.08758620917797089,0.9170238971710205,0.12887465953826904,all,0,Train,bottle_005.png
0.026464324444532394,0.0018386319279670715,0.12147505581378937,0.9083175659179688,0.13938339054584503,all,0,Train,bottle_006.png
0.02570231817662716,0.0016702113207429647,0.13090483844280243,0.8956729173660278,0.13400429487228394,all,0,Train,bottle_007.png
0.02510807290673256,0.0016277789836749434,0.13477975130081177,0.910381019115448,0.1316252052783966,all,0,Train,bottle_008.png
0.02569439634680748,0.0018272220622748137,0.14862506091594696,0.9103584289550781,0.13527753949165344,all,0,Train,bottle_009.png
0.025129815563559532,0.0017827653791755438,0.1329316347837448,0.9127199649810791,0.1298198699951172,all,0,Train,bottle_010.png
0.024541011080145836,0.001732329372316599,0.12078297138214111,0.9138595461845398,0.1307884156703949,all,0,Train,bottle_011.png
0.025784438475966454,0.001822063117288053,0.16287271678447723,0.9094619154930115,0.13907556235790253,all,0,Train,bottle_012.png
0.027223005890846252,0.0020336739253252745,0.20325632393360138,0.8955409526824951,0.13321194052696228,all,0,Train,bottle_013.png
0.026305336505174637,0.0018113040132448077,0.27019360661506653,0.9074916243553162,0.13585375249385834,all,0,Train,bottle_014.png
0.025583621114492416,0.0017898958176374435,0.19887103140354156,0.9154385924339294,0.12986455857753754,all,0,Train,bottle_015.png
0.025690285488963127,0.001702628331258893,0.15454527735710144,0.9109779596328735,0.12944328784942627,all,0,Train,bottle_016.png
0.024486787617206573,0.0015818909741938114,0.09415145963430405,0.9120666980743408,0.13403688371181488,all,0,Train,bottle_017.png
0.025957874953746796,0.001836871961131692,0.17908693850040436,0.918428361415863,0.1368170976638794,all,0,Train,bottle_018.png
0.024075865745544434,0.0014903292758390307,0.09220537543296814,0.9220411777496338,0.12934339046478271,all,0,Train,bottle_019.png
0.025703147053718567,0.001754124416038394,0.10737230628728867,0.9122821688652039,0.13332539796829224,all,0,Train,bottle_020.png
0.02586732804775238,0.0016870643012225628,0.1254321187734604,0.917007327079773,0.12613871693611145,all,0,Train,bottle_021.png
0.025939758867025375,0.0018442332511767745,0.10060743987560272,0.9188498854637146,0.1332591325044632,all,0,Train,bottle_022.png
0.026045268401503563,0.0019419615855440497,0.10263942927122116,0.9138128161430359,0.13183143734931946,all,0,Train,bottle_023.png
0.024972399696707726,0.0016533889574930072,0.09958261996507645,0.9123204946517944,0.13308362662792206,all,0,Train,bottle_024.png
0.025140445679426193,0.0016378568252548575,0.09324188530445099,0.9127086997032166,0.13261057436466217,all,0,Train,bottle_025.png
0.025345254689455032,0.0017270174575969577,0.15760037302970886,0.9076833724975586,0.1330777257680893,all,0,Train,bottle_026.png
0.026140350848436356,0.0018043124582618475,0.2013036161661148,0.9059266448020935,0.13563372194766998,all,0,Train,bottle_027.png
0.024073004722595215,0.0014351161662489176,0.08120701462030411,0.9160920977592468,0.13649845123291016,all,0,Train,bottle_028.png
0.024758687242865562,0.0016862708143889904,0.09669364988803864,0.9177936315536499,0.13150861859321594,all,0,Train,bottle_029.png
0.02548862062394619,0.0016570760635659099,0.11766133457422256,0.9064537882804871,0.13517890870571136,all,0,Train,bottle_030.png
0.024892738088965416,0.0015805568546056747,0.11057225614786148,0.9146612882614136,0.13292422890663147,all,0,Train,bottle_031.png
0.02517944574356079,0.0016182659892365336,0.07885485887527466,0.9138666987419128,0.12742817401885986,all,0,Train,bottle_032.png
0.023525482043623924,0.0014115291414782405,0.1360633671283722,0.9167785048484802,0.13097071647644043,all,0,Train,bottle_033.png
0.025313718244433403,0.0018205165397375822,0.13683916628360748,0.9175513982772827,0.13053695857524872,all,0,Train,bottle_034.png
0.023957422003149986,0.001507079228758812,0.08116170763969421,0.9080455303192139,0.14119865000247955,all,0,Train,bottle_035.png
0.026768144220113754,0.002032108372077346,0.13888229429721832,0.9148812294006348,0.1277647614479065,all,0,Train,bottle_036.png
0.025604723021388054,0.0017814708407968283,0.20118166506290436,0.9130216836929321,0.13530316948890686,all,0,Train,bottle_037.png
0.025042664259672165,0.0017035634955391288,0.14399118721485138,0.9164857864379883,0.1336553692817688,all,0,Train,bottle_038.png
0.02504892274737358,0.0017035043565556407,0.14860382676124573,0.9194467067718506,0.12488865852355957,all,0,Train,bottle_039.png
0.025385454297065735,0.0017814480233937502,0.13087664544582367,0.9170729517936707,0.1298440396785736,all,0,Train,bottle_040.png
0.025364503264427185,0.0016653708880767226,0.13210229575634003,0.9134849309921265,0.1307436227798462,all,0,Train,bottle_041.png
0.025772055611014366,0.0017866961425170302,0.08956532925367355,0.9097093343734741,0.13258978724479675,all,0,Train,bottle_042.png
0.023451706394553185,0.001499703386798501,0.14366528391838074,0.9253387451171875,0.13063792884349823,all,0,Train,bottle_043.png
0.026030197739601135,0.001847217557951808,0.11697285622358322,0.9027957916259766,0.13956797122955322,all,0,Train,bottle_044.png
0.02519620954990387,0.0016159825026988983,0.14790987968444824,0.9135488867759705,0.13401739299297333,all,0,Train,bottle_045.png
0.025201860815286636,0.001682954840362072,0.139777272939682,0.9068818092346191,0.13389930129051208,all,0,Train,bottle_046.png
0.02502422034740448,0.0017270736861974,0.13244417309761047,0.9013326168060303,0.14169220626354218,all,0,Train,bottle_047.png
0.024595990777015686,0.0015657527837902308,0.10950227081775665,0.9123417735099792,0.1318213939666748,all,0,Train,bottle_048.png
0.02440037950873375,0.0015556355938315392,0.07600086182355881,0.9182378053665161,0.13008639216423035,all,0,Train,bottle_049.png
0.02550528571009636,0.0017295669531449676,0.14676883816719055,0.90936279296875,0.13562199473381042,all,0,Train,bottle_050.png
0.024549370631575584,0.0016158358193933964,0.12175087630748749,0.9180582761764526,0.13103002309799194,all,0,Train,bottle_051.png
0.025791946798563004,0.0018263580277562141,0.13241742551326752,0.9106158018112183,0.13237039744853973,all,0,Train,bottle_052.png
0.02727869153022766,0.001990700140595436,0.1047288104891777,0.9022984504699707,0.1278008371591568,all,0,Train,bottle_053.png
0.02554510347545147,0.0016561475349590182,0.10502086579799652,0.9068708419799805,0.13500890135765076,all,0,Train,bottle_054.png
0.02619331143796444,0.001816545962356031,0.15289805829524994,0.9078063368797302,0.12887760996818542,all,0,Train,bottle_055.png
0.027055269107222557,0.001898066489957273,0.08260141313076019,0.9048332571983337,0.1316440850496292,all,0,Train,bottle_056.png
0.025481974706053734,0.001809163368307054,0.14789371192455292,0.9084771871566772,0.13335004448890686,all,0,Train,bottle_057.png
0.0253200214356184,0.0017245368799194694,0.12898121774196625,0.9113253355026245,0.13185976445674896,all,0,Train,bottle_058.png
0.02482614479959011,0.0016432944685220718,0.06577733159065247,0.9059741497039795,0.13508261740207672,all,0,Train,bottle_059.png
0.026054855436086655,0.001825446612201631,0.13364742696285248,0.9142467975616455,0.13085806369781494,all,0,Train,bottle_060.png
0.0249590203166008,0.0016235075891017914,0.07602918148040771,0.9123694896697998,0.13564755022525787,all,0,Train,bottle_061.png
0.025794610381126404,0.001861319411545992,0.15770095586776733,0.9082774519920349,0.1350073367357254,all,0,Train,bottle_062.png
0.024701356887817383,0.001710541546344757,0.1788736879825592,0.9125443696975708,0.13732245564460754,all,0,Train,bottle_063.png
0.026166528463363647,0.0017958171665668488,0.15494082868099213,0.9099973440170288,0.12929649651050568,all,0,Train,bottle_064.png
0.02800162509083748,0.002176152542233467,0.1176217719912529,0.8935303688049316,0.13349133729934692,all,0,Train,bottle_065.png
0.02456066571176052,0.0015957950381562114,0.1309315264225006,0.920135498046875,0.13097655773162842,all,0,Train,bottle_066.png
0.02489175647497177,0.0016651375917717814,0.12906137108802795,0.9099742770195007,0.13476939499378204,all,0,Train,bottle_067.png
0.025811757892370224,0.001831896835938096,0.14902828633785248,0.9106634855270386,0.13195574283599854,all,0,Train,bottle_068.png
0.024904310703277588,0.001612690044566989,0.09126142412424088,0.9142906069755554,0.13562791049480438,all,0,Train,bottle_069.png
0.025538370013237,0.001858256757259369,0.18511894345283508,0.908862292766571,0.13289985060691833,all,0,Train,bottle_070.png
0.025736426934599876,0.0018686078255996108,0.18271923065185547,0.9064681529998779,0.13723137974739075,all,0,Train,bottle_071.png
0.024870365858078003,0.0016699772095307708,0.11555305868387222,0.907824695110321,0.13490843772888184,all,0,Train,bottle_072.png
0.024878447875380516,0.0016402460169047117,0.11389070749282837,0.9134855270385742,0.13357962667942047,all,0,Train,bottle_073.png
0.024869725108146667,0.0017044105334207416,0.10572825372219086,0.9161238074302673,0.12982019782066345,all,0,Train,bottle_074.png
0.026991626247763634,0.0019309425260871649,0.12765470147132874,0.903031051158905,0.13756826519966125,all,0,Train,bottle_075.png
0.026115532964468002,0.001884367666207254,0.16916656494140625,0.9110475778579712,0.13537412881851196,all,0,Train,bottle_076.png
0.025005122646689415,0.001642253017053008,0.10224656015634537,0.9094012975692749,0.13505107164382935,all,0,Train,bottle_077.png
0.025341633707284927,0.0017262075562030077,0.14857365190982819,0.9114974737167358,0.13030759990215302,all,0,Train,bottle_078.png
0.025790389627218246,0.001810082234442234,0.1094149649143219,0.9154488444328308,0.13494056463241577,all,0,Train,bottle_079.png
